Follower_ID,Run_Index,Th,Ta,tau,lamb,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
8,1,0.6119305623851877,2.59235630452534,1.7218757427168943,2.095571856752889,2260.003354288804,3.406881816090646,1.8457740425335507,1.508680476828307,5.764011072609163,0.3570162558091973,5103.508960503787,-0.7528449765070346,2260.003354288804
12,7,0.6093295820974266,2.78177676987961,1.4431190572703863,2.051529983615267,367.8421477758236,2.143747377700672,1.4641541509351643,1.268421199226978,4.7397850089667255,0.6873963149930341,621.6867395331949,-5.355838348744344,367.8421477758236
40,9,0.7362958931995053,3.103439954177485,1.3076038713436309,2.0931578148228414,799.2655204020379,3.149708484046232,1.7747418077135142,1.4479447833370251,7.117937818296132,0.3784097671030946,1738.63908319352,-1.0948104290033358,799.2655204020379
