Follower_ID,Run_Index,a_max,v0,s0,T,b,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
2,1,2.759410062446629,29.041752231939498,6.651587188586449,1.739695490088114,4.257257728238825,257.90508066097675,0.2717539020018512,0.5213002033395452,0.41799850998537563,4.352190473957919,0.06598736751133484,167.67215753514216,0.9487395747717198,257.90508066097675
