Follower_ID,Run_Index,a_max,v0,s0,T,b,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
13,1,4.257561097620683,20.829007482606325,6.587048859398127,0.9795969187941631,0.43835098648429643,142.038331193588,0.10473741797485077,0.32363160842978667,0.2399296135026824,29.621058206225126,0.019025961694872816,62.00455144111165,0.9963323747091676,142.038331193588
