Follower_ID,Run_Index,a_max,v0,s0,T,b,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
19,11,0.888235337696194,27.98984653856434,5.183862560525567,1.0394740229766213,0.0664852003558528,87.69494666585312,0.09831934091132317,0.3135591505782014,0.2819773204689811,1.6139958224108182,0.027054283915289162,30.577315023421505,0.9906334680611226,87.69494666585312
22,11,1.0182442392449103,29.527365049271552,4.023405589593038,0.966422424123068,0.6617583582036491,364.2004500231635,0.28681854236124543,0.535554425209283,0.34818398663782363,1.549022237925367,0.03239893679426999,300.0121953098627,0.9647890277184135,364.2004500231635
35,11,2.798995826258453,31.488707978017572,4.854192063796037,0.9264111051921653,1.8810818005794783,728.2100438162742,1.405435311279247,1.185510569872427,0.8219074986639663,5.306426903191004,0.05297187532942034,1245.2156857934128,0.9340217762400347,728.2100438162742
56,18,0.8886406579337411,29.32718474256848,5.058092779992419,0.6031914896039716,1.5847519236723742,784.3820080139546,1.6488702803768465,1.284083439803211,0.668697364035767,2.836684427729871,0.05617162903776077,1934.1248388820409,0.9296261411063153,784.3820080139546
59,18,4.004116098819792,30.949117895858233,4.939237782110582,0.6218483306971132,1.3756049604984555,813.6000121887605,1.701647244376188,1.3044720174753417,0.7038062389176128,3.6614565748230374,0.061735542710617215,1967.1042144988735,0.9158340199535213,813.6000121887605
64,18,3.999539975343716,31.193080745302545,3.5982057117637702,0.6879695257491355,1.473053182447875,607.6306827818181,0.6674338233063274,0.8169662314357475,0.6004255758713618,2.4387264240285456,0.07878170023488404,675.4430291860033,0.8842999092766446,607.6306827818181
18,19,0.9687366324955704,28.53130642223239,3.58816462037636,0.1874526936681089,2.472843015561815,561.2609945497754,0.4940314674053855,0.7028737208100652,0.5762433208929932,2.2967827424036207,0.09045993832819373,481.1866492528455,0.830679661066724,561.2609945497754
19,19,3.3299742147771947,31.18931149868932,6.0682312358624815,0.9188812618620534,1.8290247145040937,196.16452209751935,0.18293603631014418,0.4277102246967498,0.3108787988867185,1.24565547914034,0.06714446227578488,115.43263891170098,0.9239103361157933,196.16452209751935
25,19,3.343885831621878,30.995628829136784,4.574857044609671,0.7806015773755927,0.10331611363577321,336.1061351572791,0.10191925948510679,0.3192479592497136,0.2629938459759617,1.0543485857738744,0.04941918873834578,130.25281362196648,0.9571900963870263,336.1061351572791
48,20,4.098859975926651,26.101092809391243,4.232616252004087,1e-06,0.19539996085870065,149.76549212045612,0.1951924376672257,0.44180588233660456,0.3159609538406247,1.232977488872983,0.10749534850039041,92.52121545426498,0.316214292542108,149.76549212045612
50,20,4.193717266662678,30.540572373126423,5.36696157237607,0.838547656351539,0.9338034385055833,343.5136505730547,0.12436491424769029,0.3526541000012481,0.2505570026061668,0.9796199259470642,0.061652814685532895,170.5042974335834,0.8588821521974843,343.5136505730547
54,20,3.869908593681244,30.955383149735606,2.813257322375783,0.8653255278067382,0.5495172313224009,474.5091536114238,0.22865870947959652,0.4781827155801394,0.34211186273354277,1.3747635678783166,0.07554229314062236,317.1496300482004,0.8793521269607134,474.5091536114238
11,21,1.2828302922279513,31.321954944112516,5.604545763561652,0.6836888162004366,0.41930863171062965,372.7064789553486,0.15763039800557183,0.39702694871453226,0.2815003617487527,1.2700167462249101,0.041792310391003396,208.7026469593771,0.9799702201271991,372.7064789553486
13,21,3.8852934054728574,25.869281550905935,5.51448897629385,0.9689066021064882,4.19386247814166,191.43015123978608,0.2748353118868153,0.524247376614147,0.40386107856494957,1.9693607442626924,0.08885548756171985,130.27193783435047,0.9171671431409386,191.43015123978608
17,21,0.702839089736227,30.73898063777149,5.906125712861685,0.41085368945363077,3.5259627233824755,542.9871152775156,0.280594196838813,0.5297114278914633,0.4070368180491122,1.799372475777928,0.0511304467076702,374.3126585829765,0.9693070466027193,542.9871152775156
