Follower_ID,Run_Index,a_max,v0,s0,T,b,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
8,1,1.3669472714914792,31.707638926010624,5.549809591585782,0.6687460310270971,2.848015570441076,303.7265671559603,0.08671163935097641,0.2944684012775843,0.23399581444989237,0.8841073685265657,0.05695713757786928,112.55170787756738,0.9518308394169621,303.7265671559603
9,1,0.808048107014907,31.500310235495938,6.250354403821079,0.6518425182894951,2.213135157954914,236.29160347628937,0.05565736765085224,0.23591813760466201,0.18204283780915975,0.6886638543894602,0.04662413786653397,72.2432632108062,0.9655274798406015,236.29160347628937
12,1,0.7835071887339164,31.241728358210153,3.689735589875453,0.7074394870756415,0.36534652679711765,312.6754798056743,0.07041063562233321,0.2653500247264605,0.22222848600261144,0.8486973547501127,0.04755376787212553,99.06776432062283,0.966217709901311,312.6754798056743
33,3,1.1536690863736345,31.313258430164012,4.895330895508174,0.25419086211647757,2.7661920738972205,287.27997058787264,0.31226373750034536,0.5588056348144186,0.43593318753850174,1.6570980941416873,0.08278601997250645,205.7818030127276,0.8448983631429325,287.27997058787264
40,3,2.4473784910404683,27.595416148838577,3.4472827117110203,0.4003252581417145,2.6628391545988603,213.86183564859908,0.25533897520110227,0.5053107709134076,0.33105547314024625,1.2468063652027686,0.11432370382656276,164.94897797991206,0.5854127066686968,213.86183564859908
41,3,0.9588082287846282,30.826388047802805,5.065466692548832,0.34185348590510856,0.19667342853331837,166.8711718433311,0.24527474338310662,0.4952522017953142,0.37499139740074405,1.4088475362336832,0.07515207917986559,109.14726080548245,0.9271183219331994,166.8711718433311
3,7,0.23676099081433732,25.78155502248927,3.228566088312879,1e-06,1.1927363191105185,63.350762137225985,0.18624486378176988,0.4315609618371081,0.3265503202949793,1.2833464717658551,0.11601101124653448,36.13150357366336,0.8870353714797748,63.350762137225985
11,7,4.357656974705556,30.413495118777693,5.6975706141098845,0.626678219234092,1.3431968640955063,512.3152346033846,0.6353077149652652,0.7970619266815253,0.4883843990499377,1.9287244015570877,0.07463126654321396,666.4377929985632,0.758923032447924,512.3152346033846
17,7,0.37378605739942256,30.526996956123394,5.933096089970417,0.7156813675941711,2.6184892818537877,113.09799923014518,0.09284434010085696,0.30470369229935,0.2502168124560734,0.9965412358435609,0.08705819779981429,41.965641725587346,0.9225761139707692,113.09799923014518
51,8,1.011893015218077,29.35355378689581,7.178933256622792,1.019616724650038,2.1455050842621506,683.8598933815865,0.12497453936655219,0.353517381986448,0.2798117403361647,22.848088799113864,0.020881121204161135,305.43777421185354,0.9936892335520124,683.8598933815865
62,8,1.0501941448980765,29.54569799868546,5.6705705835299645,0.9346546376107137,3.240305480904418,1023.1398459433422,0.16090629673112292,0.4011312711957557,0.28077383258598854,8.043630799849227,0.01851944927034883,586.3425452882119,0.9945759358655191,1023.1398459433422
65,8,2.0611355901730146,31.006464113045755,6.279016463121373,1.0548421148776013,2.3704785909845905,965.6853151637519,0.12193461292629657,0.3491913700627445,0.26500694708116135,12.533631920728396,0.017295263499888285,444.3297295034247,0.9958359470761972,965.6853151637519
24,9,3.069839805050409,31.369062325267276,3.290010224925794,0.4488771360684637,1.145684510070593,205.41900349256858,0.28525690222375766,0.5340944693813611,0.4166714066786381,1.4705393871011134,0.102710474881031,140.63165279631252,0.7869902282462,205.41900349256858
28,9,0.367975695475842,26.839171301814268,4.025455804670433,1.103542670567787,4.18963019760941,51.58156129137711,0.08494909360739823,0.29146027792376483,0.21492317204740463,0.8532571252912468,0.04973724879245131,20.387782465775576,0.9720417181326081,51.58156129137711
30,9,1.2317809619992748,30.67415349249974,4.5500002775279205,0.916340926508303,4.326211573756501,707.6458803996618,0.572932641882234,0.7569231413308977,0.6084659332757195,2.307884235809539,0.06392931936916366,666.3206625090381,0.9510205534243666,707.6458803996618
