Follower_ID,Run_Index,id_sdf,time,xloc_kf,yloc_kf_sdf,lane_kf,speed_kf_sdf,acceleration_kf,length_smoothed,width_smoothed,type_most_common,run_index_sdf,id_ldf,yloc_kf_ldf,speed_kf_ldf,run_index_ldf
694,1,694,0.0,89.82,146.56,-3,10.09,-0.22,5.57,2.2,4,1,689.0,161.41,11.92,1.0
694,1,694,0.09999999999999432,89.88,147.57,-3,10.15,0.66,5.57,2.2,4,1,689.0,162.6,11.92,1.0
694,1,694,0.19999999999998863,89.95,148.6,-3,10.29,1.33,5.57,2.2,4,1,689.0,163.79,11.93,1.0
694,1,694,0.29999999999999716,90.01,149.65,-3,10.5,2.16,5.57,2.2,4,1,689.0,164.98,11.88,1.0
694,1,694,0.3999999999999915,90.07,150.73,-3,10.73,2.31,5.57,2.2,4,1,689.0,166.17,11.87,1.0
694,1,694,0.5,90.13,151.83,-3,11.0,2.7,5.57,2.2,4,1,689.0,167.35,11.84,1.0
694,1,694,0.5999999999999943,90.18,152.95,-3,11.25,2.49,5.57,2.2,4,1,689.0,168.53,11.77,1.0
694,1,694,0.6999999999999886,90.24,154.1,-3,11.47,2.21,5.57,2.2,4,1,689.0,169.7,11.71,1.0
694,1,694,0.7999999999999972,90.28,155.27,-3,11.66,1.89,5.57,2.2,4,1,689.0,170.87,11.69,1.0
694,1,694,0.8999999999999915,90.33,156.45,-3,11.82,1.55,5.57,2.2,4,1,689.0,172.03,11.6,1.0
694,1,694,1.0,90.38,157.64,-3,11.94,1.22,5.57,2.2,4,1,689.0,173.19,11.56,1.0
694,1,694,1.0999999999999943,90.42,158.84,-3,12.03,0.9,5.57,2.2,4,1,689.0,174.34,11.5,1.0
694,1,694,1.1999999999999886,90.46,160.05,-3,12.09,0.6,5.57,2.2,4,1,689.0,175.48,11.46,1.0
694,1,694,1.2999999999999972,90.5,161.27,-3,12.12,0.35,5.57,2.2,4,1,689.0,176.62,11.43,1.0
694,1,694,1.3999999999999915,90.53,162.48,-3,12.1,-0.26,5.57,2.2,4,1,689.0,177.76,11.37,1.0
694,1,694,1.5,90.56,163.69,-3,12.1,0.05,5.57,2.2,4,1,689.0,178.89,11.29,1.0
694,1,694,1.5999999999999943,90.59,164.89,-3,12.06,-0.48,5.57,2.2,4,1,689.0,180.02,11.24,1.0
694,1,694,1.6999999999999886,90.61,166.09,-3,11.97,-0.89,5.57,2.2,4,1,689.0,181.13,11.17,1.0
694,1,694,1.7999999999999972,90.63,167.28,-3,11.89,-0.78,5.57,2.2,4,1,689.0,182.25,11.13,1.0
694,1,694,1.8999999999999915,90.65,168.46,-3,11.82,-0.67,5.57,2.2,4,1,689.0,183.35,11.07,1.0
694,1,694,2.0,90.67,169.63,-3,11.73,-0.94,5.57,2.2,4,1,689.0,184.45,10.99,1.0
694,1,694,2.0999999999999943,90.69,170.79,-3,11.61,-1.14,5.57,2.2,4,1,689.0,185.54,10.9,1.0
694,1,694,2.1999999999999886,90.7,171.94,-3,11.53,-0.86,5.57,2.2,4,1,689.0,186.63,10.85,1.0
694,1,694,2.299999999999997,90.71,173.09,-3,11.43,-1.01,5.57,2.2,4,1,689.0,187.7,10.78,1.0
694,1,694,2.3999999999999915,90.72,174.22,-3,11.36,-0.71,5.57,2.2,4,1,689.0,188.77,10.69,1.0
694,1,694,2.5,90.72,175.35,-3,11.23,-1.24,5.57,2.2,4,1,689.0,189.83,10.6,1.0
694,1,694,2.5999999999999943,90.73,176.46,-3,11.15,-0.85,5.57,2.2,4,1,689.0,190.88,10.51,1.0
694,1,694,2.6999999999999886,90.74,177.57,-3,11.05,-0.92,5.57,2.2,4,1,689.0,191.93,10.41,1.0
694,1,694,2.799999999999997,90.74,178.66,-3,10.96,-0.97,5.57,2.2,4,1,689.0,192.96,10.3,1.0
694,1,694,2.8999999999999915,90.74,179.75,-3,10.86,-1.0,5.57,2.2,4,1,689.0,193.97,10.12,1.0
694,1,694,3.0,90.75,180.82,-3,10.76,-1.01,5.57,2.2,4,1,689.0,194.97,10.04,1.0
694,1,694,3.0999999999999943,90.75,181.89,-3,10.66,-1.01,5.57,2.2,4,1,689.0,195.97,9.95,1.0
694,1,694,3.1999999999999886,90.75,182.95,-3,10.56,-1.0,5.57,2.2,4,1,689.0,196.96,9.9,1.0
694,1,694,3.299999999999997,90.74,183.99,-3,10.42,-1.39,5.57,2.2,4,1,689.0,197.94,9.8,1.0
694,1,694,3.3999999999999915,90.74,185.02,-3,10.33,-0.89,5.57,2.2,4,1,689.0,198.9,9.7,1.0
694,1,694,3.5,90.74,186.04,-3,10.24,-0.89,5.57,2.2,4,1,689.0,199.86,9.59,1.0
694,1,694,3.5999999999999943,90.74,187.06,-3,10.11,-1.29,5.57,2.2,4,1,689.0,200.81,9.45,1.0
694,1,694,3.6999999999999886,90.74,188.05,-3,9.99,-1.2,5.57,2.2,4,1,689.0,201.75,9.36,1.0
694,1,694,3.799999999999997,90.74,189.04,-3,9.88,-1.13,5.57,2.2,4,1,689.0,202.67,9.27,1.0
694,1,694,3.8999999999999915,90.73,190.02,-3,9.77,-1.07,5.57,2.2,4,1,689.0,203.59,9.14,1.0
694,1,694,4.0,90.72,190.99,-3,9.67,-1.03,5.57,2.2,4,1,689.0,204.49,9.02,1.0
694,1,694,4.099999999999994,90.72,191.94,-3,9.53,-1.39,5.57,2.2,4,1,689.0,205.38,8.9,1.0
694,1,694,4.199999999999989,90.72,192.88,-3,9.36,-1.66,5.57,2.2,4,1,689.0,206.26,8.79,1.0
694,1,694,4.299999999999997,90.71,193.8,-3,9.25,-1.08,5.57,2.2,4,1,689.0,207.13,8.68,1.0
694,1,694,4.3999999999999915,90.7,194.71,-3,9.11,-1.41,5.57,2.2,4,1,689.0,207.98,8.54,1.0
694,1,694,4.5,90.7,195.61,-3,8.98,-1.27,5.57,2.2,4,1,689.0,208.82,8.45,1.0
694,1,694,4.599999999999994,90.69,196.5,-3,8.87,-1.16,5.57,2.2,4,1,689.0,209.66,8.32,1.0
694,1,694,4.699999999999989,90.68,197.37,-3,8.76,-1.08,5.57,2.2,4,1,689.0,210.48,8.2,1.0
694,1,694,4.799999999999997,90.68,198.23,-3,8.58,-1.8,5.57,2.2,4,1,689.0,211.28,8.09,1.0
694,1,694,4.8999999999999915,90.67,199.08,-3,8.46,-1.18,5.57,2.2,4,1,689.0,212.08,7.98,1.0
694,1,694,5.0,90.66,199.91,-3,8.35,-1.08,5.57,2.2,4,1,689.0,212.87,7.88,1.0
694,1,694,5.099999999999994,90.66,200.73,-3,8.21,-1.4,5.57,2.2,4,1,689.0,213.64,7.74,1.0
694,1,694,5.199999999999989,90.65,201.54,-3,8.09,-1.26,5.57,2.2,4,1,689.0,214.41,7.65,1.0
694,1,694,5.299999999999997,90.64,202.34,-3,7.93,-1.54,5.57,2.2,4,1,689.0,215.16,7.52,1.0
694,1,694,5.3999999999999915,90.64,203.12,-3,7.8,-1.37,5.57,2.2,4,1,689.0,215.9,7.4,1.0
694,1,694,5.5,90.63,203.88,-3,7.67,-1.23,5.57,2.2,4,1,689.0,216.63,7.29,1.0
694,1,694,5.599999999999994,90.62,204.64,-3,7.56,-1.12,5.57,2.2,4,1,689.0,217.35,7.19,1.0
694,1,694,5.699999999999989,90.62,205.38,-3,7.38,-1.82,5.57,2.2,4,1,689.0,218.06,7.08,1.0
694,1,694,5.799999999999997,90.61,206.1,-3,7.26,-1.19,5.57,2.2,4,1,689.0,218.76,6.98,1.0
694,1,694,5.8999999999999915,90.61,206.82,-3,7.15,-1.08,5.57,2.2,4,1,689.0,219.44,6.89,1.0
694,1,694,6.0,90.6,207.52,-3,7.01,-1.4,5.57,2.2,4,1,689.0,220.12,6.79,1.0
694,1,694,6.099999999999994,90.6,208.21,-3,6.93,-0.86,5.57,2.2,4,1,689.0,220.79,6.69,1.0
694,1,694,6.199999999999989,90.59,208.89,-3,6.76,-1.63,5.57,2.2,4,1,689.0,221.45,6.6,1.0
694,1,694,6.299999999999997,90.59,209.56,-3,6.66,-1.04,5.57,2.2,4,1,689.0,222.1,6.5,1.0
