Follower_ID,Run_Index,id_sdf,time,xloc_kf,yloc_kf_sdf,lane_kf,speed_kf_sdf,acceleration_kf,length_smoothed,width_smoothed,type_most_common,run_index_sdf,id_ldf,yloc_kf_ldf,speed_kf_ldf,run_index_ldf
2342,1,2342,0.0,90.2,321.39,-3,7.76,-0.21,6.2,2.2,4,1,2334.0,383.76,5.26,1.0
2342,1,2342,0.09999999999990905,90.19,322.16,-3,7.72,-0.48,6.2,2.2,4,1,2334.0,384.28,5.2,1.0
2342,1,2342,0.20000000000004547,90.17,322.93,-3,7.65,-0.69,6.2,2.2,4,1,2334.0,384.8,5.17,1.0
2342,1,2342,0.2999999999999545,90.16,323.69,-3,7.6,-0.46,6.2,2.2,4,1,2334.0,385.31,5.12,1.0
2342,1,2342,0.40000000000009095,90.14,324.45,-3,7.57,-0.28,6.2,2.2,4,1,2334.0,385.82,5.08,1.0
2342,1,2342,0.5,90.13,325.2,-3,7.52,-0.53,6.2,2.2,4,1,2334.0,386.32,5.03,1.0
2342,1,2342,0.599999999999909,90.12,325.95,-3,7.48,-0.34,6.2,2.2,4,1,2334.0,386.82,4.99,1.0
2342,1,2342,0.7000000000000455,90.1,326.69,-3,7.43,-0.58,6.2,2.2,4,1,2334.0,387.32,4.97,1.0
2342,1,2342,0.7999999999999545,90.09,327.43,-3,7.39,-0.38,6.2,2.2,4,1,2334.0,387.81,4.92,1.0
2342,1,2342,0.900000000000091,90.08,328.16,-3,7.33,-0.61,6.2,2.2,4,1,2334.0,388.3,4.89,1.0
2342,1,2342,1.0,90.07,328.89,-3,7.29,-0.4,6.2,2.2,4,1,2334.0,388.78,4.84,1.0
2342,1,2342,1.099999999999909,90.05,329.62,-3,7.27,-0.23,6.2,2.2,4,1,2334.0,389.26,4.8,1.0
2342,1,2342,1.2000000000000455,90.04,330.34,-3,7.26,-0.1,6.2,2.2,4,1,2334.0,389.74,4.78,1.0
2342,1,2342,1.2999999999999545,90.03,331.06,-3,7.22,-0.41,6.2,2.2,4,1,2334.0,390.22,4.73,1.0
2342,1,2342,1.400000000000091,90.02,331.78,-3,7.15,-0.65,6.2,2.2,4,1,2334.0,390.68,4.7,1.0
2342,1,2342,1.5,90.0,332.49,-3,7.15,-0.04,6.2,2.2,4,1,2334.0,391.15,4.68,1.0
2342,1,2342,1.599999999999909,89.99,333.2,-3,7.11,-0.36,6.2,2.2,4,1,2334.0,391.62,4.63,1.0
2342,1,2342,1.7000000000000455,89.98,333.91,-3,7.05,-0.62,6.2,2.2,4,1,2334.0,392.08,4.6,1.0
2342,1,2342,1.7999999999999545,89.97,334.61,-3,7.01,-0.42,6.2,2.2,4,1,2334.0,392.53,4.54,1.0
2342,1,2342,1.900000000000091,89.96,335.31,-3,6.98,-0.26,6.2,2.2,4,1,2334.0,392.98,4.54,1.0
2342,1,2342,2.0,89.95,336.0,-3,6.97,-0.14,6.2,2.2,4,1,2334.0,393.44,4.51,1.0
2342,1,2342,2.099999999999909,89.94,336.7,-3,6.96,-0.04,6.2,2.2,4,1,2334.0,393.88,4.45,1.0
2342,1,2342,2.2000000000000455,89.93,337.39,-3,6.92,-0.38,6.2,2.2,4,1,2334.0,394.32,4.41,1.0
2342,1,2342,2.2999999999999545,89.92,338.08,-3,6.86,-0.64,6.2,2.2,4,1,2334.0,394.76,4.38,1.0
2342,1,2342,2.400000000000091,89.91,338.76,-3,6.86,-0.05,6.2,2.2,4,1,2334.0,395.2,4.37,1.0
2342,1,2342,2.5,89.9,339.45,-3,6.82,-0.38,6.2,2.2,4,1,2334.0,395.63,4.36,1.0
2342,1,2342,2.599999999999909,89.89,340.13,-3,6.8,-0.24,6.2,2.2,4,1,2334.0,396.07,4.36,1.0
2342,1,2342,2.7000000000000455,89.88,340.8,-3,6.78,-0.14,6.2,2.2,4,1,2334.0,396.5,4.33,1.0
2342,1,2342,2.7999999999999545,89.87,341.48,-3,6.78,-0.06,6.2,2.2,4,1,2334.0,396.93,4.27,1.0
2342,1,2342,2.900000000000091,89.86,342.16,-3,6.74,-0.4,6.2,2.2,4,1,2334.0,397.36,4.26,1.0
2342,1,2342,3.0,89.85,342.83,-3,6.71,-0.27,6.2,2.2,4,1,2334.0,397.78,4.27,1.0
2342,1,2342,3.099999999999909,89.84,343.5,-3,6.69,-0.17,6.2,2.2,4,1,2334.0,398.2,4.23,1.0
