Follower_ID,Run_Index,id_sdf,time,xloc_kf,yloc_kf_sdf,lane_kf,speed_kf_sdf,acceleration_kf,length_smoothed,width_smoothed,type_most_common,run_index_sdf,id_ldf,yloc_kf_ldf,speed_kf_ldf,run_index_ldf
1416,1,1416,0.0,90.67,291.65,-3,7.06,-0.75,6.2,2.04,4,1,1404.0,330.97,4.96,1.0
1416,1,1416,0.10000000000002274,90.66,292.36,-3,7.05,-0.13,6.2,2.04,4,1,1404.0,331.46,4.91,1.0
1416,1,1416,0.20000000000004547,90.65,293.06,-3,7.01,-0.43,6.2,2.04,4,1,1404.0,331.95,4.88,1.0
1416,1,1416,0.3000000000000682,90.63,293.76,-3,6.98,-0.27,6.2,2.04,4,1,1404.0,332.43,4.82,1.0
1416,1,1416,0.39999999999997726,90.62,294.45,-3,6.93,-0.54,6.2,2.04,4,1,1404.0,332.91,4.78,1.0
1416,1,1416,0.5,90.61,295.14,-3,6.89,-0.36,6.2,2.04,4,1,1404.0,333.38,4.72,1.0
1416,1,1416,0.6000000000000227,90.6,295.83,-3,6.87,-0.21,6.2,2.04,4,1,1404.0,333.85,4.68,1.0
1416,1,1416,0.7000000000000455,90.58,296.51,-3,6.82,-0.5,6.2,2.04,4,1,1404.0,334.32,4.66,1.0
1416,1,1416,0.8000000000000682,90.57,297.19,-3,6.79,-0.32,6.2,2.04,4,1,1404.0,334.78,4.62,1.0
1416,1,1416,0.8999999999999773,90.56,297.87,-3,6.77,-0.18,6.2,2.04,4,1,1404.0,335.23,4.55,1.0
1416,1,1416,1.0,90.54,298.54,-3,6.72,-0.48,6.2,2.04,4,1,1404.0,335.68,4.5,1.0
1416,1,1416,1.1000000000000227,90.53,299.2,-3,6.65,-0.7,6.2,2.04,4,1,1404.0,336.13,4.47,1.0
1416,1,1416,1.2000000000000455,90.52,299.87,-3,6.64,-0.09,6.2,2.04,4,1,1404.0,336.57,4.42,1.0
1416,1,1416,1.3000000000000682,90.51,300.53,-3,6.6,-0.4,6.2,2.04,4,1,1404.0,337.01,4.38,1.0
1416,1,1416,1.3999999999999773,90.49,301.18,-3,6.54,-0.64,6.2,2.04,4,1,1404.0,337.44,4.32,1.0
1416,1,1416,1.5,90.48,301.84,-3,6.54,-0.04,6.2,2.04,4,1,1404.0,337.87,4.29,1.0
1416,1,1416,1.6000000000000227,90.47,302.48,-3,6.46,-0.75,6.2,2.04,4,1,1404.0,338.3,4.27,1.0
1416,1,1416,1.7000000000000455,90.46,303.13,-3,6.45,-0.12,6.2,2.04,4,1,1404.0,338.72,4.22,1.0
1416,1,1416,1.8000000000000682,90.45,303.77,-3,6.41,-0.42,6.2,2.04,4,1,1404.0,339.14,4.19,1.0
1416,1,1416,1.8999999999999773,90.43,304.41,-3,6.38,-0.26,6.2,2.04,4,1,1404.0,339.55,4.13,1.0
1416,1,1416,2.0,90.42,305.04,-3,6.33,-0.54,6.2,2.04,4,1,1404.0,339.96,4.09,1.0
1416,1,1416,2.1000000000000227,90.41,305.67,-3,6.29,-0.35,6.2,2.04,4,1,1404.0,340.36,4.03,1.0
1416,1,1416,2.2000000000000455,90.4,306.29,-3,6.23,-0.6,6.2,2.04,4,1,1404.0,340.76,4.03,1.0
1416,1,1416,2.300000000000068,90.39,306.91,-3,6.19,-0.4,6.2,2.04,4,1,1404.0,341.16,3.96,1.0
1416,1,1416,2.3999999999999773,90.37,307.53,-3,6.17,-0.24,6.2,2.04,4,1,1404.0,341.56,3.95,1.0
1416,1,1416,2.5,90.36,308.14,-3,6.12,-0.51,6.2,2.04,4,1,1404.0,341.95,3.91,1.0
1416,1,1416,2.6000000000000227,90.35,308.75,-3,6.08,-0.33,6.2,2.04,4,1,1404.0,342.33,3.84,1.0
1416,1,1416,2.7000000000000455,90.34,309.36,-3,6.07,-0.19,6.2,2.04,4,1,1404.0,342.72,3.84,1.0
1416,1,1416,2.800000000000068,90.33,309.96,-3,6.02,-0.47,6.2,2.04,4,1,1404.0,343.1,3.81,1.0
1416,1,1416,2.8999999999999773,90.32,310.55,-3,5.95,-0.7,6.2,2.04,4,1,1404.0,343.47,3.74,1.0
1416,1,1416,3.0,90.31,311.15,-3,5.94,-0.08,6.2,2.04,4,1,1404.0,343.84,3.7,1.0
1416,1,1416,3.1000000000000227,90.3,311.74,-3,5.9,-0.39,6.2,2.04,4,1,1404.0,344.21,3.68,1.0
1416,1,1416,3.2000000000000455,90.28,312.32,-3,5.84,-0.63,6.2,2.04,4,1,1404.0,344.58,3.66,1.0
1416,1,1416,3.300000000000068,90.27,312.9,-3,5.8,-0.42,6.2,2.04,4,1,1404.0,344.94,3.62,1.0
1416,1,1416,3.3999999999999773,90.26,313.48,-3,5.77,-0.26,6.2,2.04,4,1,1404.0,345.3,3.59,1.0
1416,1,1416,3.5,90.25,314.06,-3,5.76,-0.13,6.2,2.04,4,1,1404.0,345.65,3.54,1.0
1416,1,1416,3.6000000000000227,90.24,314.62,-3,5.68,-0.82,6.2,2.04,4,1,1404.0,346.0,3.5,1.0
1416,1,1416,3.7000000000000455,90.23,315.19,-3,5.66,-0.18,6.2,2.04,4,1,1404.0,346.35,3.48,1.0
1416,1,1416,3.800000000000068,90.22,315.75,-3,5.61,-0.46,6.2,2.04,4,1,1404.0,346.7,3.47,1.0
