Follower_ID,Run_Index,rho,lamb,vf,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
5,1,0.06797117561500639,0.3989447183280217,26.83808752305053,75.63908281061771,0.1738512045357847,0.4169546792347877,0.30499630165571656,35.37394426496658,0.02779697861565251,43.115098724874606,0.9937890136846119,75.63908281061771
