Follower_ID,Run_Index,rho,lamb,vf,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
10,1,0.04058725271963356,0.00528738347464338,24.9739306273855,689.037066991929,0.3308368765388417,0.5751842109610118,0.3084319905962081,55.156085200470365,0.07879235766589203,739.0895821877724,0.9314166254236059,689.037066991929
