Follower_ID,Run_Index,dmin,td,K,lamb,gamma,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
694,1,2.550260541665771,0.03509314448498823,3.761756196816371,-0.008764335662875843,3.3669799618143283,3767.691999999935,67.65013265703807,8.224970070282206,6.800888086642482,7.972405890484527,0.11778302595748474,74956.34698399818,0.6638550750562184,3767.691999999935
1416,1,3.286735702452569,0.006840500984044207,2.979144501821447,0.08002387715979047,3.9129067524190404,537.6783388364206,5.1009197663440755,2.2585215886380356,2.100306011079768,4.337568675194004,0.1298650853123799,2611.6709203681667,0.6388426987842879,537.6783388364206
1779,1,2.995347639257975,0.06662180920989229,1.9998430834912542,0.28056364950889956,2.9018223418807803,1829.9120000000175,18.686564107143084,4.322795866929536,6.535400000000063,8.39867234660927,0.07271311572898455,10464.475900000127,0.9387590079845343,1829.9120000000175
2342,1,3.1618223865529704,0.12031977940015379,1.8618527374974718,0.055675685584398886,3.834895170229137,706.4579999999887,13.258076918781452,3.641164225736248,3.5860812182740545,8.235724448724696,0.7890112127304171,5223.682305999892,-16.140200993497366,706.4579999999887
