Follower_ID,Run_Index,dmin,K,$\lambda$,$\gamma$,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
13,1,2.769898454232706,1.7686722573918394,1e-06,0.16601820905355266,476.0059877088031,0.9240949904517245,0.9612985958856511,0.8040641684270323,120.84312734719964,0.0565137328562993,547.0642343474209,0.9676406558072101,476.0059877088031
