Follower_ID,Run_Index,dmin,K,lamb,gamma,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
10,1,2.6907754745620553,2.5169393324451566,0.005850710506223336,0.04728989916538047,622.4944843448511,0.2716355037021116,0.5211866303946329,0.30604448591192285,62.951162160475036,0.07139542882118259,552.506614530095,0.9475290984874173,622.4944843448511
