Follower_ID,Run_Index,dmin,K,lamb,gamma,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
5,1,3.056491660770119,1.6750152758875325,0.14940594792974982,0.004023313877886875,4.714845356350326,0.014559258091441476,0.12066175073916952,0.09822594492396512,0.7554089259776668,0.02742312516799307,0.6988443883891908,0.9922949725071306,4.714845356350326
