Follower_ID,Run_Index,dmin,K,$\lambda$,$\gamma$,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
31,1,2.7432556545060196,1.671657545007612,0.05316692395067149,0.04435400247420873,289.7726799204709,0.5599740790925832,0.7483141580196002,0.5865843723086456,8.739964594182043,0.07483141580196002,276.62719507173614,0.9424629302574236,289.7726799204709
