Follower_ID,Run_Index,dmin,K,$\lambda$,$\gamma$,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
2,1,3.0623468781210055,1.2116123413473319,0.007067808137938267,0.024784182733607413,274.2980723428591,0.32033612920787957,0.5659824460245031,0.44456737818939884,4.649098518214271,0.07164334759803836,197.6473917212617,0.9395756010190964,274.2980723428591
