Follower_ID,Run_Index,dmin,K,$\lambda$,$\gamma$,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
8,1,3.4410603038005827,0.614161775218973,0.143998096949034,0.014309647044998,249.39145434937763,0.0609482744591181,0.24687704319988543,0.19213517284235565,0.7289958693949156,0.047751845880055196,79.11086024793529,0.9661426396542084,249.39145434937763
9,1,3.6144306201079712,0.6226219804381173,0.14841031212725525,0.018626971951757637,187.9998856829257,0.03436549683044526,0.18537933226345718,0.14483812456311687,0.5517209387696335,0.03663623167261998,44.60641488591794,0.9787150321282374,187.9998856829257
12,1,3.0228227748041054,0.6437178013275746,0.3251113867589995,0.012326888569712834,227.343040565289,0.04544711920172052,0.21318329953755882,0.16157998618712793,0.6149124479931681,0.0382048923902435,63.94409671682077,0.9781949452458111,227.343040565289
33,3,3.321417993231002,0.6706917907243124,0.49163277098070135,0.12296460568451364,288.39281041629124,0.32211099231036805,0.5675482290610799,0.43762186709604134,1.6311569633311176,0.08408121912015999,212.27114393253254,0.8400072241595549,288.39281041629124
40,3,2.214288317814473,0.6749416643621142,0.6034765441601312,0.43908147255916175,313.38054830672195,0.41280122697395066,0.6424960910184206,0.48510920790514234,1.8164230608491774,0.14536110656525347,266.66959262517213,0.3297453189816344,313.38054830672195
41,3,3.1632647469132134,0.4911416773696138,0.025209899873923677,0.011478593416228172,145.7885989053185,0.1707258660901879,0.4131898668774295,0.32761482900071576,1.214706793146387,0.06269952456410159,75.97301041013361,0.9492700004964401,145.7885989053185
3,7,2.8291884295548475,3.365979397152393,0.28914629160844035,1.5771380401671637,175.59123801119807,1.1070237444903943,1.0521519588397839,0.9051094742845261,3.6802690506952467,0.2828365480752108,214.76260643113648,0.3285477863918057,175.59123801119807
11,7,2.8604254322945235,0.6694094210866546,0.0809948385394691,0.00041359193183850007,414.28473075684326,0.3239819228971174,0.5691940994925346,0.3949330131142452,1.616725576268888,0.05329532766784031,339.85703711907615,0.8770602376235934,414.28473075684326
17,7,3.293844387270907,0.7140120148161481,0.07965927073332828,0.02669804853298703,118.6111774669763,0.10300248519674111,0.32094000248760063,0.26241410944021304,1.0484959923055683,0.0916971435678859,46.55712330892698,0.9141051283693016,118.6111774669763
51,8,2.648191790584425,2.1081785552656807,1e-06,0.0257974100527254,1246.383241862327,0.4093207718360986,0.6397818158060594,0.5099767765394136,33.78246100922678,0.037789829640050766,1000.379966367425,0.9793307676390687,1246.383241862327
62,8,2.661777793778707,0.7887394628946195,0.22065606031758084,0.034730310959614895,1462.255749283854,0.2694939442103047,0.5191280614745313,0.40127764799227605,15.6616811384726,0.023967131185343087,982.0359327023504,0.9909155050675641,1462.255749283854
65,8,3.158228154849059,0.5840679363108061,0.13742065218017868,0.01497405911050971,1253.343500865455,0.2042644477885173,0.451956245435902,0.34394717367328626,12.11651643100786,0.022385153315299753,744.339647741357,0.9930243927410762,1253.343500865455
24,9,2.6325586140333628,0.6117783345687835,0.08555798496154064,0.009201829830218972,152.3135597941447,0.17114869977502997,0.41370122041762214,0.3089524539434984,1.0804382614912456,0.07955792700338889,84.37630898908978,0.8721982003210491,152.3135597941447
28,9,2.8055497836530057,1.619706890319747,0.008106978900185607,0.05611935837022823,55.555826847725456,0.09432284912493799,0.30712025189644854,0.23148261186552274,0.9210075646597543,0.05240959929973522,22.63748378998512,0.96895664579356,55.555826847725456
30,9,2.930282597834026,0.6724513654342742,1e-06,0.02921832952527928,922.3080744576237,0.9499611547643524,0.9746595070917599,0.7930421964381975,3.0497781754211997,0.08231921512599323,1104.8048229909418,0.918788757652472,922.3080744576237
19,11,2.922189134191892,0.4566902391513639,0.28518860436279964,0.24685958923542448,76.693942949683,0.09236103562404491,0.3039095846202369,0.2466043181661833,1.5113728276751959,0.026221707042298262,28.724282079077966,0.9912010944941071,76.693942949683
22,11,2.3789917366599695,0.6376246607374452,0.023385402382242695,0.005495499552296543,464.7265032339309,0.3910911764107135,0.6253728299268473,0.4442892000324387,2.2799672371170527,0.037832597091763294,409.0813705256063,0.9519881090713214,464.7265032339309
35,11,4.115386760652942,0.1879832192148357,0.10860334997576655,0.020590300350796245,618.5163702193959,1.1341427458901787,1.0649613823468806,0.6980997406539456,4.249935610837309,0.0475854058242574,1004.8504728586983,0.9467576178970674,618.5163702193959
56,18,2.9680292851678134,0.9049936236235596,0.46610597331570586,0.00402293044847625,853.341043032778,1.677917398502791,1.2953445095814438,0.7274859701899216,3.2876284809571055,0.05666423926428013,1968.197108443774,0.9283864087777076,853.341043032778
59,18,3.1325289246380907,0.5510814579864961,0.27583923624108725,0.00019806509200828715,671.9671954513548,1.4104071803190934,1.1876056501714252,0.5812865012554972,3.225610188252785,0.05620471605165287,1630.430700448872,0.9302391826575873,671.9671954513548
64,18,2.274689677651722,0.5207869679074977,0.45312252246504237,0.001311664038623657,532.4730124127333,0.5083187488585031,0.712964759899466,0.5261591031746377,2.166488156020229,0.06875262872704589,514.4185738448052,0.9118826117202655,532.4730124127333
18,19,1.9032252173781676,0.4824127374136258,0.029431285522933184,0.049063477218548826,741.5097605903961,1.0676430662771788,1.0332681482931614,0.761303655636957,3.0617810969479455,0.13298174366707355,1039.8843465539721,0.6340846732067023,741.5097605903961
19,19,2.5991899868723585,0.804882092065594,0.27042686076018274,0.005109668823826186,189.38427964837578,0.15632437934462526,0.39537877958310463,0.3001335652113721,1.2116901501873243,0.06206888219514985,98.64068336645855,0.9349790794577296,189.38427964837578
25,19,2.8805451387264096,0.6928678865814755,0.12203155306629627,0.001757855518054463,298.17840174097523,0.08932435447339389,0.2988718027405628,0.23331643328714807,0.9296766695063758,0.046264984944359586,114.15652501699739,0.9624804278934556,298.17840174097523
48,20,2.9246801354300263,0.7192808352451445,1e-06,0.7398633509067822,572.5837653206626,2.343802753363073,1.530948318318771,1.2079826272587817,4.721254129396268,0.372493508106757,1110.9625050940965,-7.210660428261164,572.5837653206626
50,20,2.6207897196345695,0.7404747946663295,0.2940121237622478,0.004164373813669298,290.94633221026527,0.10188479544121365,0.31919397776464026,0.21221468432550347,0.8298586645702155,0.05580314296584621,139.68405454990392,0.8843905200800583,290.94633221026527
54,20,2.484386964146804,0.7793903575080705,0.10935207356680166,0.00907063867110637,481.36114598568804,0.2062589830317965,0.4541574429994476,0.3470520158512531,1.377651044297462,0.07174683143751148,286.0812094651017,0.8911709610595304,481.36114598568804
11,21,3.0210001831170286,0.6810270346777746,0.006453038692223495,0.003055636246043783,364.6960620107209,0.1628908906118482,0.4035974363296281,0.2754501978932937,1.2182125377134796,0.04248394066627664,215.667539170087,0.979301779837386,364.6960620107209
13,21,2.5816225410861584,1.1183999344260693,0.13272901427625944,0.0379712160649313,247.31933739393412,0.4587595278058472,0.6773178927253046,0.5217707539956417,2.5393782217344096,0.11479964283479742,217.4520161799716,0.8617340616146082,247.31933739393412
17,21,2.934856464152193,0.8304046913271624,0.2222053862956322,0.02245440071941683,661.1612052442679,0.44927972475508915,0.6702833167811124,0.4956230923870074,2.1474029481308143,0.06469916185145873,599.3391528232889,0.9508552856416609,661.1612052442679
