Follower_ID,Run_Index,dmin,K,lamb,gamma,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
2,1,2.5084618321593437,2.2256758284229616,0.06786649752162896,0.019517459587118494,5.319393822940142,0.023442493422892067,0.15310941650627524,0.12665223387952718,8.335171522708176,0.029787824223010743,0.9845847237614668,0.9869013869771663,5.319393822940142
3568,1,2.6481041596876227,1.9561260001465415,0.06141483627495321,0.16245115148678058,742.2108050330392,119.66591512939976,10.939191703658903,3.484557770108165,14.82528617740894,0.12306436836155814,25488.83992256215,0.0622817773740838,742.2108050330392
4000,1,2.5410101534084895,1.5480792774813181,1e-06,1.9844219170758786,3.2323595488700967,0.007485611243818983,0.08651942697347795,0.07183021219711326,37.584677715919085,0.19226539327439543,0.33685250597185423,0.2562283974439441,3.2323595488700967
4008,1,1.708421363923253,0.7369422694224546,0.7230839008846789,0.091042458917694,0.4939704616732261,0.041342418507667185,0.2033283514605555,0.16465682055774203,23.339955376473657,0.2640627941046176,0.12402725552300156,0.6313832310590403,0.4939704616732261
