Follower_ID,Run_Index,th,dmin,$\lambda$,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
8,1,2.5015947774014102,2.611405077320681,1e-06,288.7466803527396,0.0741092119404558,0.2722300717049015,0.22245506960919845,0.842657748726244,0.05265571986555153,96.19375709871164,0.9588316106423375,288.7466803527396
9,1,2.8985570387704493,2.209622757893853,1e-06,211.06420038483395,0.04234406676095763,0.20577674008730343,0.16260724220711398,0.6216693882320028,0.04066733993820224,54.962598655723006,0.9737733429255044,211.06420038483395
12,1,1.734846904721274,1.3654915322287808,1e-06,237.4373860343181,0.0451061810999377,0.21238215814879013,0.16875436107627442,0.6458910118094497,0.038061318664657715,63.464396807612346,0.9783585237983737,237.4373860343181
33,3,1.5068305006978417,1.495654234106409,0.038736263633792206,470.60450370516196,0.8870147460433205,0.9418146027978758,0.7141191255010045,2.686847382074259,0.139528089303389,584.5427176425483,0.559419098327026,470.60450370516196
40,3,2.1433675241135526,4.0542688372773155,1e-06,589.831687494672,1.272254317324292,1.1279425150796878,0.9130521478245697,3.4411951969315493,0.2551906142714225,821.8762889914926,-1.0657264463175702,589.831687494672
41,3,1.4532822387147752,1.4733011062648738,0.02967327801329272,177.27953261308733,0.22430362068475365,0.47360703192071973,0.3983809721642412,1.47390586915721,0.07186753139919874,99.81511120471538,0.9333497446721214,177.27953261308733
3,7,1.771180412532751,2.868626108896457,1e-06,168.6570761896058,0.9647463572363677,0.9822150259675158,0.86936637211137,3.476079295268057,0.2640362973030957,187.16079330385534,0.41484445987651375,168.6570761896058
11,7,0.1974224133700686,3.372818233671752,1e-06,425.6375306518993,0.31654254875719323,0.5626211414061804,0.4057555106309812,1.6526515943734377,0.05267988215413672,332.0531336462957,0.8798832188591295,425.6375306518993
17,7,3.6997500614308394,2.8662146300840834,1e-06,132.4409965133193,0.1457578299910069,0.38178243803376666,0.29301105423300733,1.1606295481538609,0.10908069658107619,65.88253915593512,0.8784509900675405,132.4409965133193
51,8,1.943754866891824,4.760151522390684,0.06615830672188232,1030.2809738852727,0.28151108420277077,0.5305761813375821,0.4215552266306353,27.718226729120982,0.03133940823021749,688.0130897915718,0.9857846989160504,1030.2809738852727
62,8,2.0620461225146576,3.2394832932089725,0.02910572260694877,1325.9832941023478,0.2346082829527167,0.48436379195055107,0.36388125524213716,12.222217536332133,0.022362132592361545,854.9125830796997,0.9920914818184996,1325.9832941023478
65,8,1.2745583500110242,4.330617742695516,0.2220459722847361,1015.1051432542579,0.12639997234117784,0.3555277377943637,0.2785689196636273,10.101519424168329,0.01760910043558017,460.6014992112521,0.9956834555688137,1015.1051432542579
24,9,1.3624191819476832,1.5454472865349573,0.09006506927736677,170.534699127048,0.21232161048068168,0.4607836916392351,0.3459121686147018,1.198366410288546,0.08861224839216061,104.67455396697606,0.8414531692859332,170.534699127048
28,9,1.8383497846186418,2.646461825013814,0.14073869066461425,183.63520708856456,0.962968420062964,0.9813095434484289,0.7651466962023523,3.0240247705936896,0.16745896645877617,231.11242081511136,0.683069690632077,183.63520708856456
30,9,2.7354891354224757,2.7241874962492374,0.02853208440560065,981.8888993005847,1.1438428150792952,1.069505874261238,0.8442724843513196,3.0503365694563715,0.09032988802882078,1330.2891939372203,0.902214005702237,981.8888993005847
19,11,1.4180106772551209,2.1165854954787244,0.026332109470813943,89.59945689080033,0.12837394235823085,0.358293095605024,0.2881011475588435,1.7326769114411888,0.030913985815791543,39.92429607340979,0.9877702736809183,89.59945689080033
22,11,1.130928790741758,1.9646009963158526,0.03590781705341456,449.56539437785045,0.3473495102719352,0.5893636485837375,0.42979483210119546,2.1466574181497626,0.03565418321740698,363.32758774444426,0.9573580080369994,449.56539437785045
35,11,1.6669167910628433,4.201026039250293,0.0411924729598411,581.6548648969435,0.9286073943669931,0.9636427732137014,0.6564953328407941,4.141354807709878,0.04305821149301615,822.7461514091559,0.9564064841981684,581.6548648969435
56,18,1.8458881255479918,3.2591273408405073,0.19515769344231004,865.326466040347,1.7033551186630904,1.3051264761175794,0.7377037221145328,3.283429368393397,0.05709214681179262,1998.035554191805,0.927300725719166,865.326466040347
59,18,1.2761741658096173,3.1434958191350573,0.12617691173934165,773.1119115017259,1.776388331430764,1.3328121891064637,0.6687819303648148,3.530685980661989,0.0630767718460229,2053.504911133963,0.9121372156584608,773.1119115017259
64,18,1.7153042546959842,3.2150447499650494,0.03988800260226192,560.4824639299871,0.620865368766166,0.7879501055055238,0.5538364268082877,2.181985523594532,0.07598361673148735,628.31575319136,0.8923725813933381,560.4824639299871
18,19,2.6923548690979193,1.7100759445486582,0.030220326047493234,1003.2004532416545,1.731998272812915,1.3160540539099885,1.029979931459604,4.006285781298832,0.16937632611454165,1686.9663177197792,0.40638895711497214,1003.2004532416545
19,19,1.499637553213262,3.194101495663668,0.09050761748413215,193.08078902457794,0.19418315336417563,0.4406621760080795,0.305991741718824,1.244593546277787,0.06917773563706113,122.52956977279482,0.9192322564242845,193.08078902457794
25,19,0.41508020071230833,3.6281500625663377,1e-06,337.88948316391946,0.10145358775986726,0.31851779818381776,0.2643892669514237,1.0572611391107878,0.049306160709569335,129.65768515711036,0.9573856959407663,337.88948316391946
48,20,3.468814731161121,2.621461367596539,1e-06,1087.9930352553747,7.7247115377047795,2.7793365283291585,2.2953439562349676,8.930834248561972,0.6762375981336153,3661.5132688720655,-26.0607171407056,1087.9930352553747
50,20,1.2385417495632107,4.3953700374741045,0.16014021326870065,291.63662918160486,0.1171320703006213,0.3422456286070303,0.21271818321050684,0.8311527344593944,0.05983315185437593,160.5880683821518,0.8670893171963601,291.63662918160486
54,20,1.4216366724272178,2.5768817240276602,0.07573362964562616,470.4248693307045,0.21049327558752745,0.4587954616030192,0.33916717327375956,1.3488842805411898,0.0724795357982653,291.95417323990057,0.8889368087202747,470.4248693307045
11,21,1.0654627169249953,4.781429643119517,0.05128787740269214,371.8105029988857,0.15069928105390956,0.3882000528772627,0.2808236427484031,1.2545630020524228,0.0408631634607645,199.52584811537628,0.9808509433161968,371.8105029988857
13,21,1.9038709307527628,2.8407728493106528,0.13008791236328734,330.15956033968655,1.0099274309024215,1.0049514569880584,0.6965391568347817,3.252403734744357,0.17033075542170487,478.7056022477478,0.6956170815618068,330.15956033968655
17,21,2.035587888177805,3.3754534214594023,1e-06,615.133979724484,0.40186555130059015,0.6339286642048853,0.46111992483094755,2.019037873616691,0.06119002550240205,536.0886454349873,0.956041711564238,615.133979724484
