Follower_ID,Run_Index,th,dmin,$\lambda$,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
2,1,0.6903759771220533,2.785366845021112,0.05774050432120436,2.7142259611383883,0.0066920324137601135,0.08180484346149752,0.0646244276461521,5.184366850417954,0.015915339194843874,0.28106536137792476,0.9962607926834905,2.7142259611383883
