Follower_ID,Run_Index,th,dmin,lamb,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
5,1,1.66897188584801,4.823382846753891,0.24317286118644474,49.89926250892456,0.07131050057098696,0.26704026020618493,0.2012067036650184,20.25334452695092,0.017802684013745664,17.685004141604768,0.9974523700058765,49.89926250892456
