Follower_ID,Run_Index,th,dmin,lamb,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
10,1,1.3352499102649236,3.212315475325443,5.2515838918830414e-05,702.3893836311598,0.3281854227093268,0.5728747007062948,0.3144088556988182,47.30567505450502,0.07847598639812257,733.1662343326361,0.9319662789358264,702.3893836311598
