Follower_ID,Run_Index,th,dmin,$\lambda$,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
31,1,2.097123043364532,1.0744039438295478,0.05804740836557024,231.55648144947205,0.42428069864358975,0.651368327940183,0.4687378166993361,6.8382822307660645,0.0651368327940183,209.59466512993333,0.9564053604269616,231.55648144947205
