Follower_ID,Run_Index,th,dmin,$\lambda$,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
2,1,1.9970439998733553,2.175426261414088,1e-06,295.36893134940874,0.34032230443333905,0.5833714977896495,0.4787178790103869,5.026282834556484,0.07384449339109488,209.9788618353702,0.9358056465374972,295.36893134940874
