Follower_ID,Run_Index,Tmax,Alpha,Beta,Wc,Gamma1,Gamma2,Wm,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
694,1,3.4554348004145843,0.002839751306079563,5.826097500178837,122978.5732266599,1.5047430216077993,1.7334666362220863,2.8723886856601815,1635.4024638721971,9.557628828560516,3.091541497143539,2.9519900069895257,5.776450783892509,0.05256318115245176,5294.926371022526,0.9255112892860011,1635.4024638721971
1416,1,5.577380310996561,0.24524844690073236,4.447634882152838,99003.52315439186,1.9519354019251414,1.4200417339739462,3.0950943520094,255.7526685410387,1.094678416526677,1.0462688070121735,0.9990338614884324,3.8559029742880067,0.07378945109246213,280.2376746308293,0.8712882786355909,255.7526685410387
1779,1,6.362443810720116,0.5261202935218863,7.134024499791631,114705.04974565897,2.1887633676626623,2.0108873925464725,3.6117088342570427,1470.8762680929815,25.507468087797875,5.050491865927305,5.253129528903505,8.786309452813088,0.061032991800944396,7142.091064583405,0.9566640796680854,1470.8762680929815
2342,1,7.091017127428044,0.06096735478010219,5.517528720147417,77261.67827957554,1.9613091538205454,1.0692032689326636,4.1883399512173405,450.0668667650996,4.917310728598665,2.2175010098303596,2.2846033845944143,5.0900116752714695,0.3874271330926672,968.7102135339369,-3.1599581286398704,450.0668667650996
