Follower_ID,Run_Index,kv,kp,S_desired,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
35,1,2.4201372175376115,0.0067909858654872715,3.188539667996894,55.04423328557206,0.04283149329490863,0.20695770895259888,0.12624824148066988,80.70230769859947,0.29148973091915337,18.674531076580163,-0.5632127837643714,55.04423328557206
