Follower_ID,Run_Index,kv,kp,S_desired,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
2,1,1.4966083268407677,0.1214243416010532,8.185629978474537,3.2992222771887034,0.01054768684872002,0.10270193205933383,0.0785529113616358,6.008735458569997,0.019980920634111637,0.4430028476462408,0.9941064260603567,3.2992222771887034
