Follower_ID,Run_Index,kv,kp,S_desired,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference
2,1,0.5095758413854277,0.002826182599367434,9.877759209718798,289.72530618118674,0.3406179772418314,0.5836248600272537,0.4695709986729121,4.968742351281959,0.07387656456041186,210.16129195820997,0.9357498743341172,289.72530618118674
